14,26376,3,13301
12,7316,2,19329
28,2803,2,87381
25,22022,2,94036
20,13883,5,50722
14,21304,1,55449
22,2029,2,12482
4,7384,3,22408
24,20136,2,45396
11,11438,3,88147
11,5131,5,60699
26,2593,2,69093
7,2334,1,21867
9,17428,4,49859
1,21434,4,12730
17,13038,3,102232
18,9915,4,40854
13,17633,2,20050
31,15800,4,68171
24,3922,2,79332
17,2776,3,50128
2,26861,2,24767
4,9841,2,76355
26,12500,4,47262
2,4749,2,6879
5,26813,4,98523
22,12130,2,54395
17,6578,3,84381
25,28140,3,101752
7,20838,2,91626
24,4075,4,51524
1,15432,1,75537
9,1116,2,39499
19,17270,2,63548
28,4670,2,98783
6,6886,3,6868
13,17637,2,102103
27,13469,4,100203
11,28816,1,101041
29,6197,3,66150
8,13298,4,12706
16,3269,2,73972
18,4123,4,98927
29,2219,1,99476
4,15748,3,11631
4,5709,4,37117
14,10462,5,87891
29,22647,3,7842
28,14241,2,72384
9,23378,1,90100
13,18494,4,30143
4,2625,4,101184
8,19113,3,24393
18,25773,2,47548
6,19809,4,70085
24,27780,2,82266
1,19627,3,63876
11,28824,1,86162
30,21983,2,33669
21,20757,4,46234
20,12155,3,86758
24,16759,2,101801
6,11356,1,72069
1,7781,3,49241
17,2871,1,82282
9,9172,5,43320
7,13822,2,13925
21,2625,5,49684
24,19415,2,20765
19,27225,2,75411
4,5618,2,68363
1,19422,1,35113
1,18391,5,80431
25,23601,5,76858
30,20132,1,48207
13,2924,5,23470
2,22162,5,86920
19,21082,4,89094
26,13062,5,70936
25,1903,3,85310
26,11944,2,64794
4,4834,2,51052
20,10194,4,92517
12,16333,1,62355
8,11589,5,80094
1,13711,1,17043
23,12600,1,16020
7,8974,3,20431
3,7843,3,95153
7,21344,2,59064
14,11145,1,91701
21,20883,1,72859
18,27522,3,30425
3,26763,1,36155
9,4236,2,17484
5,20878,3,10966
23,8960,2,68081
1,15984,3,68564
26,1703,2,21930
21,17162,3,13028
6,6702,4,16106
28,26322,5,21596
16,29176,3,69159
6,10351,1,48393
9,4222,2,31809
17,22800,3,20551
4,6930,2,45492
18,4106,3,79753
15,16148,2,100171
18,8464,3,27149
4,18978,3,10262
11,1299,5,78363
19,16615,5,26034
9,13746,1,61111
20,12048,1,40649
1,18377,4,71631
24,21326,4,101505
7,9305,5,59655
22,979,2,75494
26,21635,5,51474
18,17817,1,99963
12,10350,2,45769
7,28978,3,34976
1,21878,2,25992
31,21526,4,50009
30,19019,5,84968
22,18653,1,82421
25,20139,5,51910
6,24212,1,50463
14,1423,5,99965
10,8867,1,91520
27,13356,2,64485
22,13755,5,51235
8,24521,4,57036
28,13774,4,90065
24,16761,1,35928
22,26224,3,33034
10,14179,2,25322
6,12515,5,28320
26,25446,5,84687
9,24637,5,23465
24,11707,3,66591
30,5018,3,51121
1,16083,5,22695
6,4627,2,10156
25,14444,5,42725
23,3307,4,67563
27,23299,2,90092
5,25390,1,43607
6,1907,3,8231
2,14737,2,89533
16,16937,5,43259
8,24393,3,42830
4,14909,4,75407
13,9139,1,27816
5,28540,4,86483
16,23731,3,42002
29,15286,2,43769
15,15492,3,44936
15,8970,5,7117
25,17427,5,58451
15,2365,1,19217
15,6002,5,33375
15,27861,2,54554
18,7129,1,62270
16,2742,4,69682
14,16096,3,67578
23,26295,2,78122
2,19954,1,33192
18,8289,4,49590
28,15197,2,31220
3,21696,2,7764
10,13799,2,8503
23,21183,5,48291
8,25593,5,46598
12,26267,1,48739
6,3696,3,31896
14,21616,4,63090
9,26076,1,65098
23,23645,1,35210
25,8783,5,75618
15,7652,5,26444
19,22434,5,64224
10,14063,4,54418
19,20221,5,61700
17,24319,5,40183
1,23985,3,37137
3,8648,2,59470
18,26018,5,51613
28,5009,1,51484
27,16095,2,90272
31,12625,2,96166
24,24814,1,27178
19,7920,3,80887
9,25246,5,100244
18,17188,4,49990
30,16648,1,86885
28,27089,3,31835
16,19811,1,84568
27,23740,5,90379
1,18944,4,98671
24,17629,2,48509
10,20231,2,94922
25,6646,1,63301
4,4089,5,41417
31,2571,5,20020
31,4315,5,14553
16,3081,1,37641
11,3460,2,92487
17,28001,3,58904
22,5951,2,17239
30,12872,1,51207
14,8509,4,88755
20,16201,2,95922
8,21475,4,86995
28,28626,4,25369
6,8965,5,15104
2,28256,3,31163
7,6470,5,62295
6,13287,4,4535
12,21365,3,45610
13,6820,5,91177
16,18333,5,90976
27,18427,4,25373
3,20044,2,27612
21,12612,2,6365
20,15471,4,77558
25,18813,4,51668
1,1773,1,76681
9,17296,4,84417
21,13901,4,24230
15,22406,3,81828
24,16046,2,93535
28,2422,2,4071
27,25947,2,67992
10,6784,4,71554
20,16293,3,56075
27,2418,1,20467
19,26709,4,47268
25,4501,5,66473
30,16237,5,25889
9,10813,5,92237
22,27816,4,98133
2,21616,2,84132
29,21319,2,16164
9,26927,3,34986
16,23267,5,5741
17,26522,3,69622
20,27774,1,12992
13,3134,4,36592
28,17918,3,48805
22,14540,4,18902
31,6555,4,90898
29,23081,2,76312
19,15735,4,23041
7,5889,1,40976
29,17841,5,45619
29,22435,5,29801
6,14552,3,32109
21,15158,1,57003
31,2260,1,52307
16,11916,4,50379
14,26291,2,53219
12,19930,5,12607
5,27936,2,56621
9,8250,4,82274
23,926,4,45713
19,14649,5,68564
30,4513,2,48607
2,14581,2,90728
30,28503,2,66736
11,12477,2,59536
21,14403,2,48624
28,24688,4,74335
29,26054,1,101056
16,28897,2,40809
11,2277,1,17396
15,17346,1,96744
17,26533,1,33706
29,16811,2,86640
6,1428,5,93805
13,5760,2,75442
13,21902,1,19369
23,1969,4,55562
6,17710,3,63349
12,21950,4,57299
11,25747,2,57715
4,25899,1,44664
14,11126,5,100375
25,15462,3,91809
24,24932,3,5198
24,6794,3,57500
4,17917,3,18014
26,9047,4,15831
5,19331,1,64357
3,11132,5,32292
18,28223,3,72334
1,24696,5,7732
18,17499,4,73135
13,24750,4,93633
25,19745,2,53597
7,10964,1,3542
7,8855,1,5415
30,955,2,38450
18,19860,1,43042
7,18348,5,89178
11,8109,5,30052
31,17719,3,82056
2,6588,3,84055
9,28870,4,79592
10,24093,2,4643
15,29027,5,6569
30,24165,3,25862
9,12480,2,72352
7,4721,3,43344
21,18476,3,53154
15,9419,1,18854
16,8526,1,53591
15,11299,4,70526
24,4893,4,47463
8,8803,2,7909
18,25928,4,69203
17,24612,3,77449
1,7253,2,57177
2,10016,3,16794
7,27712,5,88135
2,14603,1,35422
7,8511,3,64955
22,15785,2,7328
23,2514,5,31334
27,22965,1,40024
26,1488,5,19394
22,7003,5,74659
12,12703,5,37240
14,1228,1,4336
15,11862,4,65150
28,20044,5,85891
29,25749,5,49067
25,27484,5,85409
26,25105,2,61646
1,8080,2,13719
26,17187,1,13860
21,7284,1,93934
6,5472,3,30136
27,22660,4,35312
22,24699,3,72103
16,2994,4,95288
27,9706,3,85396
31,18922,1,99193
17,23028,2,32333
6,16713,4,100636
27,7615,5,62453
30,25020,4,14138
4,16778,2,24487
5,4433,3,41606
23,13129,1,22253
13,9602,5,22077
23,20288,4,39222
27,25148,1,95470
27,28453,3,30381
8,12809,5,79502
7,4309,3,49215
16,11289,3,59230
20,27742,5,78298
3,12472,2,8440
5,28320,2,31607
17,13629,3,67401
23,19996,1,46340
9,10631,3,63518
3,16203,3,3525
31,27912,1,15862
1,13477,1,77890
3,6052,1,24029
1,3780,5,47567
29,10192,1,43289
31,17882,3,19952
5,27903,2,39285
2,24395,3,37815
19,3022,5,83590
27,27315,2,55295
20,27706,3,33290
30,3502,4,83113
16,18987,2,10823
8,27477,2,90931
19,21666,1,77253
19,19298,4,10963
21,12276,4,82781
3,13311,4,71612
5,26516,2,54726
27,7354,3,90532
3,15349,1,67259
22,18406,1,20262
30,18750,2,27677
31,6067,1,32449
13,19072,3,49188
19,1516,4,64894
17,25098,2,13387
27,12316,5,29180
21,13616,3,22483
18,19783,2,38143
8,3268,3,72985
16,7233,1,63213
17,23062,4,49367
21,19664,2,57584
21,28616,5,93383
13,3560,1,95881
19,14905,4,39709
8,6648,1,23408
9,5600,5,46409
24,28841,2,44330
29,10176,2,68513
8,6337,1,16015
17,13479,4,9465
27,11579,2,82704
5,14341,1,52169
8,23395,1,67636
23,11889,4,88454
15,28389,4,27042
25,15355,1,50526
29,25499,3,32196
30,22118,5,6782
18,10504,5,92051
19,25891,2,44007
7,26802,3,44863
24,28329,4,42057
29,9325,2,40228
6,12644,4,47275
6,20409,3,61607
23,11935,1,17921
20,16061,5,77159
16,23771,4,89493
11,23288,5,25282
27,7881,5,94312
15,892,3,71858
26,18393,4,20694
4,11611,2,52146
27,16185,1,91288
9,10198,2,28886
15,18912,2,32602
1,17538,5,80221
23,28995,2,68815
18,16321,3,6501
11,6414,4,35168
16,25902,5,81063
10,7265,2,32196
31,26281,5,31922
14,20458,3,32393
18,1060,4,95385
25,12254,5,79414
21,22737,4,74613
17,11754,1,51692
4,6210,4,50498
7,27781,4,63020
17,8546,2,78888
30,18617,2,39790
6,24991,5,18695
21,19989,4,71816
22,1362,2,45390
27,16423,4,33592
23,23349,2,77826
21,4716,3,68923
24,2525,1,71475
20,5909,1,27425
7,20547,1,83020
12,23779,4,88907
28,15579,4,86314
5,18255,1,46150
11,17528,2,40029
27,12576,4,78648
11,27257,1,38989
10,22702,4,58459
15,26252,3,86790
18,20368,5,6521
24,20144,5,23468
11,1577,5,49230
26,26584,5,12290
23,17818,3,5315
4,6601,2,29549
26,17415,1,11090
11,4177,4,17587
31,9836,1,76949
3,7944,3,13461
13,19655,3,32373
7,24020,4,25379
28,25658,1,14954
9,23739,4,5536
29,3981,4,82294
19,6132,3,63149
5,5995,3,24795
6,8599,2,7026
9,18466,3,43797
1,17220,3,87765
10,15039,2,39228
3,8945,4,63609
20,19238,2,54941
20,25393,3,82282
12,29257,5,46603
20,8138,4,31874
20,23609,3,38931
1,4619,5,24600
13,22586,4,84886
9,8689,2,63988
30,17298,3,15460
7,17007,1,9077
16,26414,4,54108
22,8656,3,40918
28,24887,3,44407
8,1638,5,42698
7,17709,4,66369
1,5993,5,80922
16,7231,4,91516
11,6893,5,41568
1,12621,3,11140
14,3331,4,91491
31,3868,5,6524
18,21929,3,91117
28,21434,4,40881
31,7184,5,30620
20,8137,3,64866
2,25184,3,99460
4,10070,2,61581
29,10942,5,19992
30,21130,3,13724
10,2012,1,36833
5,16625,5,98082
14,21803,5,13002
1,7489,4,67600
4,7998,1,94154
2,25287,2,87965
31,13701,4,4461
14,22678,4,54311
10,20581,2,5829
18,8162,3,53344
2,8480,2,80925
22,29041,2,80783
30,26656,1,101204
9,21065,1,33155
21,13413,3,37859
27,757,1,46649
20,8234,2,40571
8,27702,1,52285
4,11578,4,88167
22,8219,1,50292
14,25511,4,20797
6,28761,1,16062
19,27741,4,10743
15,24562,1,48810
27,10258,2,7782
26,750,3,22130
20,3660,4,67172
25,7082,1,33639
19,9729,5,77423
8,7894,5,6241
4,9174,2,8582
15,14793,5,79468
2,25612,4,91642
24,17364,4,27440
7,27754,5,35219
11,9807,1,71055
24,19273,1,56752
29,23860,3,73076
1,15902,2,91768
15,20696,2,16196
3,22040,3,60231
10,13202,5,11394
12,16578,1,6144
22,20289,3,33393
13,2028,1,49377
27,17525,4,72724
18,24143,5,51933
12,22266,1,20507
13,21167,5,55131
9,11432,5,60240
15,3587,2,61407
2,20046,2,84607
2,22476,4,80718
15,6350,1,36108
11,27955,3,39933
5,6040,4,63656
26,2560,2,71939
19,20031,4,38790
24,7787,1,5976
23,13183,5,81335
17,6030,4,65347
25,7191,1,69331
26,2954,5,46249
14,4118,3,12981
26,28311,5,8048
3,23317,5,31371
1,12119,3,40307
7,10787,4,88629
10,1947,1,100127
3,19574,2,23135
18,21135,4,98401
15,12096,2,76343
9,7729,2,37153
6,15731,1,26817
23,1150,5,12173
4,20716,5,74748
23,14530,5,11226
17,7281,5,34165
2,11389,5,16411
11,9787,4,43252
2,14490,4,94508
30,16109,5,54275
15,17993,4,76764
15,13770,2,10965
5,15583,1,38592
14,1622,4,8023
10,1761,5,56413
3,4019,5,81639
24,7140,2,54575
26,28638,4,39136
22,19970,5,96836
8,25555,4,19377
14,23293,3,85656
4,19276,3,28109
19,23494,5,23581
4,13703,5,98639
3,5986,5,8078
6,5533,2,8660
15,12362,4,99817
20,3882,1,54675
8,25941,1,44698
15,15292,1,24086
2,10389,4,13594
24,1571,1,79958
2,7633,1,36171
19,3327,4,89793
13,20442,3,59090
27,14665,5,91775
10,5923,1,39951
27,23064,4,86171
4,27925,3,60218
26,17254,5,96447
15,12742,4,77850
28,15827,5,47044
22,20912,1,92637
7,815,1,57726
21,2317,1,56752
20,21125,2,15942
9,9334,1,39789
16,20015,2,83547
2,7039,3,5848
3,12229,5,83039
21,9611,3,38171
4,13390,2,101373
23,12103,2,7208
2,24813,3,7860
6,26517,5,25790
9,5510,1,75901
3,25176,2,85675
26,20277,1,77137
25,25577,3,22794
13,20637,3,78643
3,10983,4,89644
30,15979,4,59799
28,13266,3,55579
16,11537,2,28795
13,22703,3,58479
10,17907,4,18532
4,28476,5,76145
19,16056,1,14966
24,17182,4,54383
17,12353,3,70644
29,18149,5,77252
10,9572,1,29129
26,22140,1,102211
25,11781,3,47231
31,2814,3,92108
15,10811,1,37911
1,3481,5,100503
23,24026,2,27097
14,4944,5,68297
19,11495,1,40748
4,8456,3,48728
2,27069,2,4813
11,3682,1,50713
30,21077,1,14700
27,26564,2,79993
11,25086,5,37003
12,6357,1,61397
14,12424,5,96831
9,11261,4,69069
31,19449,3,73511
30,16868,4,82388
20,18670,2,87638
8,14208,1,83251
25,16229,1,61287
22,24643,3,100729
10,4257,4,54074
13,10292,4,49724
9,26402,4,97829
18,25776,2,88565
1,2009,3,9709
9,12378,2,19764
6,12674,2,57210
1,8187,2,92748
25,17256,5,100988
26,27367,4,67479
28,11879,4,88289
27,8138,3,61802
31,8348,4,68026
19,1809,3,88360
5,26188,1,75523
4,11135,4,4018
22,9540,2,29196
8,6997,1,100917
25,10362,4,54923
12,22665,1,6421
2,9697,4,20494
16,13900,4,7517
7,5500,5,91877
2,4077,3,10020
24,5030,4,49053
20,24421,3,66865
24,29250,5,38086
3,18692,5,65945
6,1629,5,86071
1,7426,1,43924
14,24942,2,27788
16,26953,4,72993
31,8120,5,82199
15,19591,4,43565
26,28575,5,62272
23,27338,2,87170
21,8281,5,25250
4,25093,3,72382
26,19914,2,83644
17,2565,5,83746
27,20544,1,5291
7,8809,1,35963
30,903,3,9584
22,4337,4,17961
22,14254,2,70352
19,22816,5,12800
3,15942,4,77768
23,5936,4,77533
3,16739,1,26094
8,7419,2,38456
13,10893,3,50689
11,18004,2,58819
9,21327,3,30608
8,20048,3,55951
29,14503,3,4081
3,19460,1,90244
31,9185,2,49249
28,27242,5,5861
14,24897,2,63385
13,15425,1,95400
16,8520,3,21859
30,5115,5,18346
15,10764,2,68703
16,10569,3,10708
28,21689,4,70990
13,15282,5,97754
17,18051,1,55562
25,27722,3,57402
21,24383,2,51502
12,20041,2,52317
18,15091,4,84949
12,13023,5,73009
19,19224,4,55837
10,16206,3,33258
27,26028,2,89120
27,8809,5,56156
15,7370,1,34602
25,14134,3,38693
18,19139,1,84979
26,21064,4,89823
18,24630,2,40896
18,29316,5,77259
7,15597,3,54863
2,21384,3,87366
31,22945,1,91897
28,19774,2,36669
9,15133,5,37883
22,16366,1,92185
14,4047,4,20622
14,11886,3,66895
29,10269,2,17576
19,3108,5,58702
31,13746,3,85468
25,7011,4,94247
16,16781,3,24595
8,26006,4,85365
27,18432,5,53036
30,19104,2,88374
31,22798,2,33794
14,19069,4,88076
18,21771,1,94915
12,6444,4,17261
9,27831,4,44257
25,13645,5,60326
20,24175,5,82386
28,24822,1,65725
6,17991,4,83176
6,19844,4,27298
4,25935,1,69846
13,18059,5,97677
10,11941,5,40285
16,11995,4,22577
6,18569,1,49724
20,20532,4,16853
13,13481,1,99823
8,11231,3,62953
24,11252,5,55363
9,7311,1,62654
4,5101,3,35763
4,28504,4,39667
18,6422,4,61468
15,20978,5,84733
4,26932,1,92571
13,6236,5,45575
18,11025,1,17601
6,12544,1,75661
14,2490,5,67614
8,13788,3,6218
29,4397,2,79457
1,28426,5,35853
14,5214,5,88549
22,18827,2,50283
12,28087,4,40166
26,16584,3,56536
9,24899,5,40652
12,4792,2,90246
9,13334,4,20404
6,3539,5,87159
30,25337,1,55032
21,9247,3,71345
21,24200,2,35297
23,9976,5,53523
15,23105,3,26439
28,24517,2,41284
21,13788,1,19536
14,2354,3,74570
29,3569,4,51100
9,27288,4,57602
1,2647,4,10018
29,16771,4,87824
2,15880,4,71847
16,16800,1,41591
15,21986,2,98505
21,22040,3,54154
20,12806,1,63956
14,28919,4,4650
16,8806,5,33943
21,21612,2,36538
18,18052,3,70403
27,17272,5,13375
10,28157,1,43512
7,12860,2,64846
10,19980,2,23637
21,2300,3,3508
20,21128,3,81395
6,9561,5,70829
20,14609,3,15183
16,9780,2,98930
16,27937,5,28730
4,26081,5,75842
8,24953,1,25059
15,18101,1,69734
15,10382,1,73668
31,15848,5,3715
5,29215,2,24012
25,9539,5,99610
5,11380,2,36973
9,5199,3,87100
6,13088,1,77445
12,23369,2,65734
3,24287,1,36248
11,1650,5,7680
9,2157,3,56380
4,4158,3,83497
12,13355,3,61671
15,26212,3,18033
18,28209,5,86535
4,10479,2,58525
31,27249,3,35799
8,6968,2,63405
1,1582,1,98675
5,28744,1,72219
8,6690,4,40471
18,27146,5,90231
23,15097,4,76230
4,23989,4,52885
13,26100,1,82599
14,7930,2,70818
12,3292,5,30327
26,9222,1,35191
17,13503,1,41634
8,10402,1,99127
14,22885,1,53222
7,6587,5,83181
3,11004,1,99539
17,4492,3,92660
23,7704,5,68551
2,23618,4,20909
30,3740,3,84876
16,13571,3,40543
3,18468,3,45096
3,904,3,52849
27,16456,3,82331
15,2696,4,4242
14,3633,5,59608
17,17607,1,76522
22,4514,3,78390
10,6669,5,21020
31,19958,2,81866
1,16429,3,60398
17,20927,2,35358
29,19287,1,27033
31,6757,4,64233
20,15059,1,55023
25,11331,5,89963
7,1988,2,43458
13,3016,4,97486
4,3954,3,4702
30,9921,1,20467
20,1422,5,61163
12,11537,1,82932
27,9429,2,75934
21,18214,4,11049
12,11736,3,32528
18,6542,3,17009
24,8171,1,77536
11,25622,1,28981
1,2651,3,75331
30,11860,5,66191
30,15082,3,11757
1,12315,1,15169
23,5579,1,77525
2,24267,1,22510
1,24295,1,47376
15,10247,1,15511
12,18011,3,88925
28,898,4,50372
18,7281,2,18164
10,14865,4,33211
27,26565,5,21133
10,27675,2,49022
17,26730,3,31371
26,18543,3,5229
29,20207,3,25969
15,24329,3,48927
15,5565,2,68467
15,6227,3,16467
6,5461,5,32524
10,25754,2,72270
19,20717,5,86904
15,5383,1,51867
8,23486,1,4106
9,28890,4,71237
29,19596,5,75992
16,9151,4,36974
21,16980,4,68066
6,3594,3,102364
1,3652,4,23851
2,16658,1,30358
9,721,1,40394
13,13695,4,86963
4,23655,3,49153
26,23658,5,90996
23,2302,1,90370
4,2541,4,70511
7,11682,5,47653
10,16076,5,44322
17,25646,4,6263
15,19282,5,5075
11,16939,4,91636
14,18986,4,61784
9,9316,3,85210
30,16492,5,102392
30,1856,1,74756
14,18059,3,88831
3,28800,4,41353
24,22820,3,91515
6,22516,3,72330
14,28131,2,75625
23,28080,2,91172
10,12747,3,94006
3,5561,3,51575
9,5907,3,17576
21,5373,2,89682
31,26392,3,41022
11,25486,2,86593
19,21460,2,27305
21,19489,1,62533
8,15375,4,46268
23,1884,3,96732
12,28511,3,9152
14,4300,2,83641
21,9326,1,16031
6,6355,2,18227
4,2757,4,88497
16,2624,5,61332
1,13643,2,82288
15,27953,2,85820
15,2363,4,51155
21,9294,1,44209
17,5586,4,65297
29,4445,5,81376
22,20557,2,46618
17,9903,1,79101
31,25201,2,81229
17,28220,4,34046
23,20966,2,92268
18,6011,2,36402
16,3277,1,73092
28,16546,2,59311
26,27554,3,5065
18,4999,4,47309
